MOFID,targets,Vatomic,EE_B_p,GATS4e,GATS1m,MATS4p,SpMin1_Bh_s,ATSC2e,SpMax2_Bh_m,GATS3p,Mp,EM,GATS2e,GATS2p,SpMAD_B_p,ratomic,GATS5e,GATS1p,SM1_Dz_e,ATSC1e,ATSC1p,P,m,Eta_sh_x,ATSC6p
521,1.236114,6.59,6.934,1.526,1.005,0.08,1.472,0.964,5.433,1.711,0.793,4.44,0.868,1.024,1.669,1.24,1.094,1.513,0.532,0.637,14.296,1.91,58.69,0.03,61.469
522,1.216314,6.59,6.976,1.473,1.014,0.097,1.473,0.791,5.433,1.767,0.795,4.44,0.891,1.074,1.717,1.24,1.204,1.522,0.928,0.63,13.576,1.91,58.69,0.03,51.299
523,1.037714,6.59,6.991,1.306,1.003,0.092,1.472,0.943,5.433,1.76,0.817,4.44,0.714,1.05,1.721,1.24,1.141,1.534,1.158,0.653,13.223,1.91,58.69,0.028,49.117
524,1.114914,6.59,6.949,1.487,1.004,0.118,1.472,1.337,5.433,1.837,0.797,4.44,0.785,1.075,1.716,1.24,1.286,1.601,1.211,0.679,13.013,1.91,58.69,0.031,43.158
525,1.309914,6.59,7.242,1.241,0.971,0.087,1.472,1.686,5.433,1.781,0.804,4.44,0.76,1.106,1.719,1.24,1.1,1.524,1.843,1.036,15.313,1.91,58.69,0.021,51.926
526,0.932314,6.59,6.883,1.762,1.06,0.105,1.472,0.868,5.433,1.897,0.827,4.44,0.964,1.139,1.735,1.24,1.234,1.609,0.532,0.603,12.293,1.91,58.69,0.032,40.364
527,0.573114,6.59,7.242,1.241,0.971,0.087,1.472,1.686,5.433,1.781,0.804,4.44,0.76,1.106,1.719,1.24,1.1,1.524,1.843,1.036,15.313,1.91,58.69,0.021,51.926
528,1.383914,6.53,9.548,1.84,0.925,0.012,1.58,1.38,4.724,2.013,0.904,3.49,1.25,1.318,1.853,1.28,1.554,1.751,-1.099,1.324,24.072,1.9,63.55,0.096,67.986
529,1.622014,6.53,9.545,1.483,0.925,0.058,1.579,1.335,4.723,2.185,0.925,3.49,1.161,1.321,1.857,1.28,1.508,1.744,-0.297,1.215,24.606,1.9,63.55,0.1,50.824
530,1.595114,6.53,9.554,1.798,0.885,0.026,1.58,1.312,4.723,2.043,0.888,3.49,1.135,1.314,1.81,1.28,1.601,1.73,-0.641,1.233,24.169,1.9,63.55,0.08,68.607
531,1.567314,6.53,9.567,1.854,0.886,0.019,1.58,1.413,4.724,2.004,0.873,3.49,1.256,1.318,1.82,1.28,1.622,1.725,-1.099,1.343,24.445,1.9,63.55,0.069,83.266
532,1.815114,6.53,9.564,1.777,0.871,0.031,1.58,1.034,4.724,2.102,0.885,3.49,1.167,1.334,1.822,1.28,1.628,1.728,-0.297,1.178,24.345,1.9,63.55,0.071,62.442
533,1.466114,6.53,9.559,1.793,0.888,0.02,1.58,1.439,4.723,1.976,0.867,3.49,1.2,1.258,1.756,1.28,1.545,1.714,-1.099,1.35,24.241,1.9,63.55,0.075,89.949
534,1.354214,6.53,9.561,1.699,0.899,0.025,1.581,1.295,4.724,2.048,0.863,3.49,1.17,1.298,1.803,1.28,1.586,1.718,-0.776,1.334,24.338,1.9,63.55,0.077,77.777
535,1.414714,6.53,9.562,1.499,0.868,0.017,1.58,1.051,4.723,2.055,0.886,3.49,0.939,1.297,1.802,1.28,1.379,1.727,-0.42,1.18,24.269,1.9,63.55,0.072,73.769
536,1.497414,6.53,9.56,1.692,0.869,0.028,1.58,1.493,4.724,2.075,0.879,3.49,1.038,1.292,1.816,1.28,1.663,1.717,-0.297,1.178,24.209,1.9,63.55,0.077,64.304
537,1.554514,6.53,9.586,1.371,0.826,0.026,1.58,1.8,4.723,2.076,0.869,3.49,0.887,1.334,1.789,1.28,1.307,1.715,1.285,1.451,25.138,1.9,63.55,0.052,79.482
538,1.755014,6.53,9.556,2.063,0.926,0.013,1.58,1.342,4.723,2.175,0.915,3.49,1.325,1.401,1.841,1.28,1.78,1.781,-1.099,1.31,24.47,1.9,63.55,0.081,58.237
539,1.253874,6.53,9.564,1.535,0.845,0.023,1.585,1.255,4.724,2.038,0.901,3.49,1.02,1.207,1.817,1.28,1.197,1.662,-0.028,1.234,24.625,1.9,63.55,0.075,67.171
540,1.987504,6.53,9.571,1.778,0.8,0.062,1.585,1.238,4.737,2.047,0.987,3.49,1.127,1.194,1.818,1.28,1.555,1.64,-0.889,1.256,26.593,1.9,63.55,0.068,64.849
541,1.345714,6.53,9.567,1.85,0.886,0.016,1.58,1.413,4.724,1.998,0.873,3.49,1.256,1.318,1.827,1.28,1.547,1.725,-1.099,1.343,24.445,1.9,63.55,0.069,77.913
542,1.978084,6.53,9.579,1.771,0.852,0.035,1.58,1.445,4.724,2.155,0.85,3.49,1.037,1.341,1.797,1.28,1.636,1.718,0.187,1.216,25.129,1.9,63.55,0.058,75.712
543,1.840214,6.53,9.604,1.718,0.817,0.034,1.58,1.589,4.724,2.094,0.836,3.49,1.027,1.326,1.783,1.28,1.623,1.687,0.187,1.279,27.131,1.9,63.55,0.044,92.553
544,1.570614,6.53,6.675,1.574,1.105,0.099,1.489,0.864,5.782,1.72,0.798,3.49,0.898,1.04,1.718,1.28,1.086,1.555,0.565,0.576,11.385,1.9,63.55,0.035,45.546
545,1.702714,6.53,6.628,1.339,1.13,0.22,1.457,1.232,5.782,1.965,0.804,3.49,0.954,1.061,1.722,1.28,1.062,1.662,1.228,0.729,10.232,1.9,63.55,0.037,30.764
546,1.640414,6.53,6.787,1.588,1.074,0.137,1.458,1.0,5.782,1.745,0.796,3.49,0.859,1.049,1.698,1.28,1.184,1.551,1.052,0.592,12.032,1.9,63.55,0.029,42.331
547,1.723214,6.53,6.97,1.577,1.057,0.078,1.552,0.93,5.782,1.65,0.797,3.49,0.897,1.013,1.723,1.28,1.127,1.45,0.565,0.604,13.654,1.9,63.55,0.025,53.919
548,2.119314,6.53,6.934,1.538,1.064,0.154,1.458,0.962,5.782,1.759,0.801,3.49,0.932,1.079,1.725,1.28,1.158,1.541,1.228,0.641,12.427,1.9,63.55,0.026,40.555
549,1.547214,6.53,6.861,1.523,1.055,0.086,1.458,0.951,5.782,1.643,0.787,3.49,0.857,0.977,1.663,1.28,1.084,1.455,0.565,0.606,13.645,1.9,63.55,0.027,59.341
550,1.605714,6.53,6.906,1.47,1.066,0.106,1.459,0.784,5.782,1.7,0.789,3.49,0.882,1.029,1.711,1.28,1.195,1.465,0.951,0.603,12.852,1.9,63.55,0.028,49.505
551,1.458714,6.53,6.922,1.303,1.059,0.103,1.458,0.936,5.782,1.688,0.811,3.49,0.706,0.998,1.714,1.28,1.135,1.477,1.176,0.628,12.486,1.9,63.55,0.026,47.555
552,1.544014,6.53,6.878,1.484,1.059,0.131,1.458,1.329,5.782,1.771,0.79,3.49,0.776,1.029,1.709,1.28,1.276,1.559,1.228,0.655,12.255,1.9,63.55,0.028,41.619
553,1.788614,6.53,7.189,1.237,1.03,0.093,1.458,1.676,5.782,1.703,0.799,3.49,0.755,1.059,1.714,1.28,1.094,1.468,1.852,1.014,14.611,1.9,63.55,0.019,49.825
554,1.696114,6.53,6.807,1.76,1.115,0.118,1.458,0.855,5.782,1.82,0.82,3.49,0.952,1.082,1.727,1.28,1.22,1.552,0.565,0.573,11.498,1.9,63.55,0.029,39.166
555,1.504834,6.53,7.119,1.554,1.031,0.113,1.458,1.28,5.782,1.766,0.784,3.49,0.772,1.048,1.719,1.28,1.295,1.464,1.378,0.672,14.637,1.9,63.55,0.021,49.934
556,1.477614,6.53,7.376,1.491,0.983,0.081,1.458,1.211,5.782,1.657,0.786,3.49,0.757,1.01,1.723,1.28,1.266,1.356,1.378,0.602,17.804,1.9,63.55,0.016,62.686
557,1.571914,6.53,7.189,1.237,1.03,0.093,1.458,1.676,5.782,1.703,0.799,3.49,0.755,1.059,1.714,1.28,1.094,1.468,1.852,1.014,14.611,1.9,63.55,0.019,49.825
558,-0.439686,6.59,6.77,2.003,1.127,0.07,1.489,0.847,5.917,1.789,0.813,1.35,0.953,1.109,1.732,1.39,1.346,1.622,0.456,0.411,12.233,1.65,65.38,0.034,47.296
559,-0.300286,6.59,6.728,1.479,1.146,0.174,1.438,1.05,5.917,2.022,0.821,1.35,0.975,1.128,1.736,1.39,1.13,1.698,1.173,0.516,11.308,1.65,65.38,0.036,32.079
560,-0.513586,6.59,6.818,1.682,1.142,0.092,1.496,0.781,5.917,1.813,0.778,1.35,0.828,1.115,1.67,1.39,1.173,1.576,0.878,0.493,12.883,1.65,65.38,0.032,54.628
561,-0.441986,6.59,6.873,1.849,1.095,0.103,1.44,0.87,5.917,1.818,0.809,1.35,0.865,1.115,1.709,1.39,1.351,1.613,0.986,0.383,12.89,1.65,65.38,0.028,44.08
562,-0.433486,6.59,7.042,1.982,1.081,0.058,1.552,0.901,5.917,1.734,0.808,1.35,0.95,1.087,1.733,1.39,1.389,1.534,0.456,0.433,14.366,1.65,65.38,0.024,56.102
563,-0.558986,6.59,7.008,1.718,1.085,0.116,1.44,0.802,5.917,1.845,0.813,1.35,0.954,1.143,1.736,1.39,1.255,1.605,1.173,0.431,13.288,1.65,65.38,0.025,42.07
564,-0.516586,6.59,6.941,1.914,1.079,0.065,1.44,0.921,5.917,1.721,0.798,1.35,0.908,1.044,1.669,1.39,1.342,1.534,0.456,0.436,14.322,1.65,65.38,0.026,61.69
565,-0.509586,6.59,6.966,1.691,1.092,0.078,1.44,0.795,5.917,1.786,0.792,1.35,0.909,1.089,1.71,1.39,1.384,1.55,0.878,0.449,13.814,1.65,65.38,0.027,53.318
566,-0.407486,6.59,6.985,1.407,1.082,0.072,1.44,0.787,5.917,1.783,0.814,1.35,0.669,1.066,1.713,1.39,1.196,1.561,1.118,0.415,13.544,1.65,65.38,0.025,51.379
567,-0.323386,6.59,7.067,1.19,1.13,0.125,1.437,1.724,5.917,1.874,0.82,1.35,0.758,1.154,1.728,1.39,0.845,1.629,1.823,0.968,13.06,1.65,65.38,0.023,40.052
568,-0.470586,6.59,6.956,1.665,1.079,0.099,1.44,1.197,5.917,1.845,0.803,1.35,0.75,1.094,1.719,1.39,1.433,1.614,1.173,0.441,13.122,1.65,65.38,0.027,43.169
569,-0.463886,6.59,7.26,1.247,1.053,0.074,1.44,1.473,5.917,1.787,0.814,1.35,0.718,1.123,1.729,1.39,1.109,1.543,1.823,0.817,15.115,1.65,65.38,0.018,51.578
570,-0.521986,6.59,6.891,2.242,1.138,0.083,1.44,0.831,5.917,1.911,0.834,1.35,1.011,1.165,1.74,1.39,1.504,1.63,0.456,0.407,12.422,1.65,65.38,0.028,40.2
571,-0.351086,6.59,7.048,1.656,1.119,0.046,1.562,0.608,5.917,1.701,0.81,1.35,1.043,1.086,1.738,1.39,1.25,1.476,0.308,0.326,12.047,1.65,65.38,0.024,57.188
572,-0.278286,6.59,7.181,1.713,1.054,0.09,1.44,1.153,5.917,1.86,0.793,1.35,0.742,1.118,1.728,1.39,1.447,1.541,1.331,0.463,15.383,1.65,65.38,0.02,51.567
573,-0.484286,6.59,6.807,1.566,1.123,0.084,1.489,0.792,5.917,1.809,0.809,1.35,0.831,1.109,1.73,1.39,1.027,1.623,0.728,0.386,12.465,1.65,65.38,0.032,47.957
574,-0.262286,6.59,6.766,1.335,1.149,0.188,1.444,1.183,5.917,2.043,0.817,1.35,0.919,1.129,1.734,1.39,0.99,1.701,1.315,0.587,11.487,1.65,65.38,0.034,32.569
575,-0.494886,6.59,6.852,1.427,1.137,0.104,1.496,0.777,5.917,1.83,0.776,1.35,0.774,1.114,1.671,1.39,0.969,1.576,1.064,0.493,13.126,1.65,65.38,0.03,55.415
576,-0.485486,6.59,7.069,1.563,1.076,0.071,1.552,0.859,5.917,1.748,0.805,1.35,0.829,1.084,1.732,1.39,1.065,1.533,0.728,0.412,14.63,1.65,65.38,0.023,56.791
577,-0.580786,6.59,6.923,1.75,1.134,0.099,1.445,0.786,5.917,1.925,0.83,1.35,0.881,1.161,1.738,1.39,1.148,1.629,0.728,0.384,12.649,1.65,65.38,0.027,40.869
578,-0.158986,6.59,7.27,1.221,1.051,0.085,1.445,1.627,5.917,1.81,0.807,1.35,0.73,1.125,1.721,1.39,1.069,1.545,1.9,0.88,15.624,1.65,65.38,0.017,52.824
