MOFID,Label_Stab,sample_weight,ATS7p,ATSC3p,VE2_X,P_VSA_v_3,SpMax8_Bh_m,P_VSA_s_3,Molecular_Topological_Index_Unit,SM2_B_p,TIC2,Eig11_EA_ed,Eig13_AEA_ed,VE1_X,SpMaxA_B_s,MLOGP2,SM13_AEA_bo,JGT,VE3sign_H2,IC2,P_VSA_LogP_7,F04_C_N,Eig06_EA_ri,P_VSA_LogP_5,SpMin6_Bh_s,SpMax4_Bh_e,LogP_Linker,GATS2m,SpMin1_Bh_s,X3v,SpMax4_Bh_m,GGI5
L11-O-CoCo-C,1,3.0,5.603,40.221,0.067,322.51,3.94,76.128,11394.53046,5.94,439.444,9.799,6.006,5.205,0.068,27.585,3.103,0.343,-12.816,3.924,400.217,68,2.967,62.559,1.109,4.014,2.3229,1.016,1.483,27.42,4.357,6.053
L11-O-CoCo-CHO,1,3.0,5.69,40.345,0.067,332.777,3.94,82.499,11650.97064,5.98,485.938,9.9,6.007,5.479,0.091,16.514,3.115,0.361,-15.128,4.189,376.675,68,2.973,68.93,1.111,4.014,2.3229,1.023,1.488,27.866,4.357,6.289
L11-O-CrCr-C,1,3.0,5.655,53.828,0.067,322.51,3.931,76.128,11394.53046,6.065,439.444,9.799,6.006,5.205,0.068,27.585,3.103,0.343,-12.816,3.924,400.217,68,2.967,62.559,1.109,4.011,2.3229,0.957,1.538,31.346,4.356,6.053
L11-O-CrCr-CHO,1,3.0,5.763,53.755,0.067,332.777,3.931,82.499,11650.97064,6.101,485.938,9.9,6.007,5.479,0.091,16.514,3.115,0.361,-15.128,4.189,376.675,68,2.973,68.93,1.111,4.011,2.3229,0.963,1.541,31.792,4.356,6.289
L11-O-CuCu-C,1,3.0,5.585,35.501,0.067,322.51,3.944,76.128,11394.53046,5.907,439.444,9.799,6.006,5.205,0.068,27.585,3.103,0.343,-12.816,3.924,400.217,68,2.967,62.559,1.109,4.012,2.3229,1.05,1.453,25.875,4.358,6.053
L11-O-CuCu-CHO,1,3.0,5.664,35.692,0.067,332.777,3.944,82.499,11650.97064,5.949,485.938,9.9,6.007,5.479,0.091,16.514,3.115,0.361,-15.128,4.189,376.675,68,2.973,68.93,1.111,4.012,2.3229,1.058,1.458,26.321,4.358,6.289
L11-O-FeFe-C,1,3.0,5.615,43.235,0.067,322.51,3.937,76.128,11394.53046,5.964,439.444,9.799,6.006,5.205,0.068,27.585,3.103,0.343,-12.816,3.924,400.217,68,2.967,62.559,1.109,4.013,2.3229,0.991,1.5,28.439,4.357,6.053
L11-O-FeFe-CHO,1,3.0,5.707,43.316,0.067,332.777,3.937,82.499,11650.97064,6.003,485.938,9.9,6.007,5.479,0.091,16.514,3.115,0.361,-15.128,4.189,376.675,68,2.973,68.93,1.111,4.013,2.3229,0.998,1.504,28.886,4.357,6.289
L11-O-MnMn-C,1,2.13533333,5.628,46.566,0.067,322.51,3.936,76.128,11394.53046,5.993,439.444,9.799,6.006,5.205,0.068,27.585,3.103,0.343,-12.816,3.924,400.217,68,2.967,62.559,1.109,4.013,2.3229,0.983,1.518,29.71,4.357,6.053
L11-O-MnMn-CHO,0,2.52541667,5.724,46.599,0.067,332.777,3.936,82.499,11650.97064,6.031,485.938,9.9,6.007,5.479,0.091,16.514,3.115,0.361,-15.128,4.189,376.675,68,2.973,68.93,1.111,4.013,2.3229,0.99,1.522,30.156,4.357,6.289
L11-O-NiNi-C,1,3.0,5.594,37.865,0.067,322.51,3.94,76.128,11394.53046,5.923,439.444,9.799,6.006,5.205,0.068,27.585,3.103,0.343,-12.816,3.924,400.217,68,2.967,62.559,1.109,4.012,2.3229,1.014,1.468,26.58,4.357,6.053
L11-O-NiNi-CHO,1,3.0,5.677,38.023,0.067,332.777,3.94,82.499,11650.97064,5.964,485.938,9.9,6.007,5.479,0.091,16.514,3.115,0.361,-15.128,4.189,376.675,68,2.973,68.93,1.111,4.012,2.3229,1.021,1.472,27.027,4.357,6.289
L11-O-ScSc-C,0,3.0,5.73,73.801,0.067,322.51,3.914,76.128,11394.53046,6.307,439.444,9.799,6.006,5.205,0.068,27.585,3.103,0.343,-12.816,3.924,400.217,68,2.967,62.559,1.109,4.009,2.3229,0.889,1.604,41.699,4.35,6.053
L11-O-ScSc-CHO,0,3.0,5.864,73.42,0.067,332.777,3.914,82.499,11650.97064,6.335,485.938,9.9,6.007,5.479,0.091,16.514,3.115,0.361,-15.128,4.189,376.675,68,2.973,68.93,1.111,4.009,2.3229,0.894,1.606,42.145,4.35,6.289
L11-O-TiTi-C,1,1.13583333,5.692,63.584,0.067,322.51,3.923,76.128,11394.53046,6.176,439.444,9.799,6.006,5.205,0.068,27.585,3.103,0.343,-12.816,3.924,400.217,68,2.967,62.559,1.109,4.009,2.3229,0.918,1.58,36.706,4.354,6.053
L11-O-TiTi-CHO,0,2.85641667,5.813,63.362,0.067,332.777,3.923,82.499,11650.97064,6.208,485.938,9.9,6.007,5.479,0.091,16.514,3.115,0.361,-15.128,4.189,376.675,68,2.973,68.93,1.111,4.009,2.3229,0.924,1.583,37.153,4.354,6.289
L11-O-VV-C,1,3.0,5.665,56.447,0.067,322.51,3.929,76.128,11394.53046,6.093,439.444,9.799,6.006,5.205,0.068,27.585,3.103,0.343,-12.816,3.924,400.217,68,2.967,62.559,1.109,4.01,2.3229,0.947,1.558,33.548,4.356,6.053
L11-O-VV-CHO,1,1.706,5.776,56.334,0.067,332.777,3.929,82.499,11650.97064,6.128,485.938,9.9,6.007,5.479,0.091,16.514,3.115,0.361,-15.128,4.189,376.675,68,2.973,68.93,1.111,4.01,2.3229,0.953,1.561,33.994,4.356,6.289
L11-O-ZnZn-C,1,3.0,5.598,38.876,0.067,322.51,3.945,76.128,11394.53046,5.93,439.444,9.799,6.006,5.205,0.068,27.585,3.103,0.343,-12.816,3.924,400.217,68,2.967,62.559,1.109,4.013,2.3229,1.062,1.44,25.273,4.358,6.053
L12-N-CoCo-C,1,3.0,5.856,44.476,0.079,442.727,3.982,196.345,8910.166536,6.313,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,86,3.333,126.32,1.155,4.031,8.8032,1.012,1.529,35.847,4.212,8.476
L12-N-CoCo-CHO,1,3.0,5.91,45.179,0.069,469.251,3.979,200.878,9146.657047,6.332,706.372,10.923,6.479,8.605,0.06,72.163,3.324,0.418,-23.837,4.415,376.675,84,3.333,148.948,1.158,4.027,8.8032,1.026,1.532,35.859,4.109,8.614
L12-N-CrCr-C,1,3.0,5.899,57.639,0.079,442.727,3.977,196.345,8910.166536,6.401,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,86,3.333,126.32,1.155,4.028,8.8032,0.945,1.588,40.149,4.211,8.476
L12-N-CrCr-CHO,1,3.0,5.97,58.25,0.069,469.251,3.975,200.878,9146.657047,6.418,706.372,10.923,6.479,8.605,0.06,72.163,3.324,0.418,-23.837,4.415,376.675,84,3.333,148.948,1.158,4.026,8.8032,0.958,1.59,40.16,4.108,8.614
L12-N-CuCu-C,1,3.0,5.841,39.965,0.079,442.727,3.984,196.345,8910.166536,6.291,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,86,3.333,126.32,1.155,4.029,8.8032,1.052,1.496,34.159,4.212,8.476
L12-N-CuCu-CHO,1,3.0,5.888,40.698,0.069,469.251,3.981,200.878,9146.657047,6.31,706.372,10.923,6.479,8.605,0.06,72.163,3.324,0.418,-23.837,4.415,376.675,84,3.333,148.948,1.158,4.026,8.8032,1.066,1.5,34.17,4.11,8.614
L12-N-FeFe-C,1,3.0,5.866,47.371,0.079,442.727,3.98,196.345,8910.166536,6.33,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,86,3.333,126.32,1.155,4.029,8.8032,0.983,1.548,36.963,4.212,8.476
L12-N-FeFe-CHO,1,3.0,5.923,48.055,0.069,469.251,3.977,200.878,9146.657047,6.349,706.372,10.923,6.479,8.605,0.06,72.163,3.324,0.418,-23.837,4.415,376.675,84,3.333,148.948,1.158,4.026,8.8032,0.997,1.551,36.975,4.109,8.614
L12-N-MnMn-C,1,3.0,5.876,50.584,0.079,442.727,3.979,196.345,8910.166536,6.35,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,86,3.333,126.32,1.155,4.029,8.8032,0.974,1.567,38.355,4.212,8.476
L12-N-MnMn-CHO,1,3.0,5.938,51.246,0.069,469.251,3.977,200.878,9146.657047,6.369,706.372,10.923,6.479,8.605,0.06,72.163,3.324,0.418,-23.837,4.415,376.675,84,3.333,148.948,1.158,4.026,8.8032,0.988,1.57,38.366,4.108,8.614
L12-N-NiNi-C,1,3.0,5.849,42.221,0.079,442.727,3.981,196.345,8910.166536,6.302,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,86,3.333,126.32,1.155,4.029,8.8032,1.01,1.512,34.929,4.212,8.476
L12-N-NiNi-CHO,1,3.0,5.899,42.939,0.069,469.251,3.979,200.878,9146.657047,6.321,706.372,10.923,6.479,8.605,0.06,72.163,3.324,0.418,-23.837,4.415,376.675,84,3.333,148.948,1.158,4.026,8.8032,1.024,1.515,34.941,4.109,8.614
L12-N-ScSc-C,0,3.0,5.96,77.412,0.079,442.727,3.969,196.345,8910.166536,6.579,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,86,3.333,126.32,1.155,4.026,8.8032,0.867,1.658,51.542,4.211,8.476
L12-N-ScSc-CHO,0,3.0,6.055,77.864,0.069,469.251,3.967,200.878,9146.657047,6.594,706.372,10.923,6.479,8.605,0.06,72.163,3.324,0.418,-23.837,4.415,376.675,84,3.333,148.948,1.158,4.026,8.8032,0.881,1.66,51.553,4.105,8.614
L12-N-TiTi-C,1,3.0,5.929,67.227,0.079,442.727,3.973,196.345,8910.166536,6.482,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,86,3.333,126.32,1.155,4.026,8.8032,0.9,1.633,46.041,4.211,8.476
L12-N-TiTi-CHO,1,3.0,6.012,67.764,0.069,469.251,3.971,200.878,9146.657047,6.498,706.372,10.923,6.479,8.605,0.06,72.163,3.324,0.418,-23.837,4.415,376.675,84,3.333,148.948,1.158,4.026,8.8032,0.914,1.635,46.053,4.106,8.614
L12-N-VV-C,1,3.0,5.907,60.2,0.079,442.727,3.976,196.345,8910.166536,6.421,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,86,3.333,126.32,1.155,4.027,8.8032,0.933,1.61,42.567,4.211,8.476
L12-N-VV-CHO,1,3.0,5.982,60.791,0.069,469.251,3.974,200.878,9146.657047,6.438,706.372,10.923,6.479,8.605,0.06,72.163,3.324,0.418,-23.837,4.415,376.675,84,3.333,148.948,1.158,4.026,8.8032,0.947,1.612,42.579,4.107,8.614
L12-N-ZnZn-C,1,3.0,5.852,43.188,0.079,442.727,3.984,196.345,8910.166536,6.306,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,86,3.333,126.32,1.155,4.029,8.8032,1.067,1.481,33.501,4.212,8.476
L12-N-ZnZn-CHO,1,3.0,5.904,43.9,0.069,469.251,3.981,200.878,9146.657047,6.326,706.372,10.923,6.479,8.605,0.06,72.163,3.324,0.418,-23.837,4.415,376.675,84,3.333,148.948,1.158,4.026,8.8032,1.081,1.485,33.513,4.11,8.614
L12-O-CoCo-C,1,3.0,5.85,45.296,0.079,447.701,3.982,201.318,15309.53178,6.313,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,72,3.333,131.294,1.155,4.031,9.5436,1.011,1.483,34.756,4.212,8.476
L12-O-CoCo-CHO,1,3.0,5.904,46.035,0.069,474.225,3.979,205.852,15565.01788,6.332,706.372,10.923,6.479,8.605,0.06,72.163,3.324,0.418,-23.837,4.415,376.675,70,3.333,153.922,1.158,4.027,9.5436,1.024,1.488,34.768,4.109,8.614
L12-O-CrCr-C,1,3.0,5.893,58.351,0.079,447.701,3.977,201.318,15309.53178,6.4,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,72,3.333,131.294,1.155,4.028,9.5436,0.943,1.538,38.682,4.211,8.476
L12-O-CrCr-CHO,1,2.15025,5.964,59.002,0.069,474.225,3.975,205.852,15565.01788,6.418,706.372,10.923,6.479,8.605,0.06,72.163,3.324,0.418,-23.837,4.415,376.675,70,3.333,153.922,1.158,4.026,9.5436,0.957,1.541,38.694,4.108,8.614
L12-O-CuCu-C,1,3.0,5.835,40.822,0.079,447.701,3.984,201.318,15309.53178,6.29,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,72,3.333,131.294,1.155,4.029,9.5436,1.05,1.453,33.211,4.212,8.476
L12-O-CuCu-CHO,1,3.0,5.882,41.589,0.069,474.225,3.981,205.852,15565.01788,6.31,706.372,10.923,6.479,8.605,0.06,72.163,3.324,0.418,-23.837,4.415,376.675,70,3.333,153.922,1.158,4.026,9.5436,1.065,1.458,33.223,4.11,8.614
L12-O-FeFe-C,1,3.0,5.86,48.168,0.079,447.701,3.98,201.318,15309.53178,6.329,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,72,3.333,131.294,1.155,4.029,9.5436,0.982,1.5,35.776,4.212,8.476
L12-O-FeFe-CHO,1,3.0,5.917,48.888,0.069,474.225,3.978,205.852,15565.01788,6.348,706.372,10.923,6.479,8.605,0.06,72.163,3.324,0.418,-23.837,4.415,376.675,70,3.333,153.922,1.158,4.026,9.5436,0.995,1.504,35.788,4.109,8.614
L12-O-MnMn-C,0,1.08358333,5.87,51.355,0.079,447.701,3.979,201.318,15309.53178,6.35,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,72,3.333,131.294,1.155,4.029,9.5436,0.973,1.518,37.046,4.212,8.476
L12-O-MnMn-CHO,0,3.0,5.932,52.054,0.069,474.225,3.977,205.852,15565.01788,6.368,706.372,10.923,6.479,8.605,0.06,72.163,3.324,0.418,-23.837,4.415,376.675,70,3.333,153.922,1.158,4.026,9.5436,0.986,1.522,37.058,4.108,8.614
L12-O-NiNi-C,1,3.0,5.843,43.06,0.079,447.701,3.981,201.318,15309.53178,6.301,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,72,3.333,131.294,1.155,4.029,9.5436,1.008,1.468,33.917,4.212,8.476
L12-O-NiNi-CHO,1,3.0,5.893,43.813,0.069,474.225,3.979,205.852,15565.01788,6.32,706.372,10.923,6.479,8.605,0.06,72.163,3.324,0.418,-23.837,4.415,376.675,70,3.333,153.922,1.158,4.026,9.5436,1.022,1.472,33.929,4.109,8.614
L12-O-ScSc-C,0,3.0,5.954,77.96,0.079,447.701,3.969,201.318,15309.53178,6.579,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,72,3.333,131.294,1.155,4.026,9.5436,0.865,1.604,49.035,4.211,8.476
L12-O-ScSc-CHO,0,3.0,6.05,78.46,0.069,474.225,3.967,205.852,15565.01788,6.594,706.372,10.923,6.479,8.605,0.06,72.163,3.324,0.418,-23.837,4.415,376.675,70,3.333,153.922,1.158,4.026,9.5436,0.88,1.606,49.047,4.105,8.614
L12-O-TiTi-C,0,2.17508333,5.923,67.86,0.079,447.701,3.973,201.318,15309.53178,6.481,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,72,3.333,131.294,1.155,4.026,9.5436,0.898,1.58,44.043,4.211,8.476
L12-O-TiTi-CHO,0,3.0,6.006,68.44,0.069,474.225,3.971,205.852,15565.01788,6.497,706.372,10.923,6.479,8.605,0.06,72.163,3.324,0.418,-23.837,4.415,376.675,70,3.333,153.922,1.158,4.026,9.5436,0.912,1.583,44.055,4.107,8.614
L12-O-VV-C,1,2.4004166700000003,5.901,60.891,0.079,447.701,3.976,201.318,15309.53178,6.421,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,72,3.333,131.294,1.155,4.027,9.5436,0.932,1.558,40.884,4.211,8.476
L12-O-VV-CHO,1,1.49641667,5.976,61.523,0.069,474.225,3.974,205.852,15565.01788,6.438,706.372,10.923,6.479,8.605,0.06,72.163,3.324,0.418,-23.837,4.415,376.675,70,3.333,153.922,1.158,4.026,9.5436,0.946,1.561,40.896,4.107,8.614
L12-O-ZnZn-C,1,3.0,5.846,44.019,0.079,447.701,3.984,201.318,15309.53178,6.306,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,72,3.333,131.294,1.155,4.029,9.5436,1.065,1.44,32.609,4.212,8.476
L13-N-CoCo-C,1,3.0,5.665,36.772,0.097,526.682,3.809,75.933,3824.546589,5.863,369.69,8.659,5.979,7.018,0.07,55.044,2.928,0.358,-11.718,3.488,400.217,38,2.879,67.51,1.054,3.91,1.6926,1.127,1.529,25.601,3.96,5.531
L13-N-CoCo-CHO,1,3.0,5.747,36.807,0.093,536.949,3.809,82.304,4043.173746,5.906,415.871,8.672,5.982,7.091,0.098,36.918,2.928,0.379,-13.836,3.781,376.675,38,2.906,73.881,1.058,3.936,1.6926,1.131,1.532,26.047,3.96,5.767
L13-N-CrCr-C,1,3.0,5.727,49.475,0.097,526.682,3.809,75.933,3824.546589,5.997,369.69,8.659,5.979,7.018,0.07,55.044,2.928,0.358,-11.718,3.488,400.217,38,2.879,67.51,1.054,3.91,1.6926,1.068,1.588,29.902,3.957,5.531
L13-N-CrCr-CHO,1,3.0,5.828,49.289,0.093,536.949,3.809,82.304,4043.173746,6.035,415.871,8.672,5.982,7.091,0.098,36.918,2.928,0.379,-13.836,3.781,376.675,38,2.906,73.881,1.058,3.936,1.6926,1.071,1.59,30.349,3.957,5.767
L13-N-CuCu-C,1,3.0,5.642,32.421,0.097,526.682,3.809,75.933,3824.546589,5.827,369.69,8.659,5.979,7.018,0.07,55.044,2.928,0.358,-11.718,3.488,400.217,38,2.879,67.51,1.054,3.91,1.6926,1.161,1.496,23.912,3.962,5.531
L13-N-CuCu-CHO,1,3.0,5.718,32.526,0.093,536.949,3.809,82.304,4043.173746,5.872,415.871,8.672,5.982,7.091,0.098,36.918,2.928,0.379,-13.836,3.781,376.675,38,2.906,73.881,1.058,3.936,1.6926,1.166,1.5,24.359,3.962,5.767
L13-N-FeFe-C,1,3.0,5.679,39.565,0.097,526.682,3.809,75.933,3824.546589,5.889,369.69,8.659,5.979,7.018,0.07,55.044,2.928,0.358,-11.718,3.488,400.217,38,2.879,67.51,1.054,3.91,1.6926,1.102,1.548,26.717,3.959,5.531
L13-N-FeFe-CHO,1,3.0,5.766,39.553,0.093,536.949,3.809,82.304,4043.173746,5.931,415.871,8.672,5.982,7.091,0.098,36.918,2.928,0.379,-13.836,3.781,376.675,38,2.906,73.881,1.058,3.936,1.6926,1.105,1.551,27.163,3.959,5.767
L13-N-MnMn-C,1,3.0,5.694,42.665,0.097,526.682,3.809,75.933,3824.546589,5.92,369.69,8.659,5.979,7.018,0.07,55.044,2.928,0.358,-11.718,3.488,400.217,38,2.879,67.51,1.054,3.91,1.6926,1.094,1.567,28.109,3.958,5.531
L13-N-MnMn-CHO,1,3.0,5.786,42.601,0.093,536.949,3.809,82.304,4043.173746,5.961,415.871,8.672,5.982,7.091,0.098,36.918,2.928,0.379,-13.836,3.781,376.675,38,2.906,73.881,1.058,3.936,1.6926,1.097,1.57,28.555,3.958,5.767
L13-N-NiNi-C,1,3.0,5.653,34.597,0.097,526.682,3.809,75.933,3824.546589,5.844,369.69,8.659,5.979,7.018,0.07,55.044,2.928,0.358,-11.718,3.488,400.217,38,2.879,67.51,1.054,3.91,1.6926,1.125,1.512,24.683,3.96,5.531
L13-N-NiNi-CHO,1,3.0,5.733,34.667,0.093,536.949,3.809,82.304,4043.173746,5.888,415.871,8.672,5.982,7.091,0.098,36.918,2.928,0.379,-13.836,3.781,376.675,38,2.906,73.881,1.058,3.936,1.6926,1.129,1.515,25.129,3.96,5.767
L13-N-ScSc-C,0,3.0,5.815,68.582,0.097,526.682,3.804,75.933,3824.546589,6.254,369.69,8.659,5.979,7.018,0.07,55.044,2.928,0.358,-11.718,3.488,400.217,38,2.879,67.51,1.054,3.91,1.6926,0.999,1.658,41.295,3.951,5.531
L13-N-ScSc-CHO,0,3.0,5.939,68.015,0.093,536.949,3.809,82.304,4043.173746,6.283,415.871,8.672,5.982,7.091,0.098,36.918,2.928,0.379,-13.836,3.781,376.675,38,2.906,73.881,1.058,3.936,1.6926,1.0,1.66,41.742,3.951,5.767
L13-N-TiTi-C,1,3.0,5.771,58.736,0.097,526.682,3.808,75.933,3824.546589,6.116,369.69,8.659,5.979,7.018,0.07,55.044,2.928,0.358,-11.718,3.488,400.217,38,2.879,67.51,1.054,3.91,1.6926,1.029,1.633,35.795,3.954,5.531
L13-N-TiTi-CHO,1,3.0,5.884,58.373,0.093,536.949,3.809,82.304,4043.173746,6.15,415.871,8.672,5.982,7.091,0.098,36.918,2.928,0.379,-13.836,3.781,376.675,38,2.906,73.881,1.058,3.936,1.6926,1.03,1.635,36.241,3.954,5.767
L13-N-VV-C,1,3.0,5.739,51.947,0.097,526.682,3.809,75.933,3824.546589,6.027,369.69,8.659,5.979,7.018,0.07,55.044,2.928,0.358,-11.718,3.488,400.217,38,2.879,67.51,1.054,3.91,1.6926,1.058,1.61,32.321,3.956,5.531
L13-N-VV-CHO,1,3.0,5.843,51.716,0.093,536.949,3.809,82.304,4043.173746,6.064,415.871,8.672,5.982,7.091,0.098,36.918,2.928,0.379,-13.836,3.781,376.675,38,2.906,73.881,1.058,3.936,1.6926,1.061,1.612,32.767,3.956,5.767
L13-N-ZnZn-C,1,3.0,5.658,35.529,0.097,526.682,3.809,75.933,3824.546589,5.852,369.69,8.659,5.979,7.018,0.07,55.044,2.928,0.358,-11.718,3.488,400.217,38,2.879,67.51,1.054,3.91,1.6926,1.173,1.481,23.255,3.962,5.531
L13-O-CoCo-C,1,3.0,5.659,37.546,0.097,531.655,3.809,80.906,9631.013014,5.862,369.69,8.659,5.979,7.018,0.07,55.044,2.928,0.358,-11.718,3.488,400.217,24,2.874,72.483,1.054,3.913,2.433,1.123,1.483,24.51,3.96,5.531
L13-O-CoCo-CHO,1,3.0,5.742,37.611,0.093,541.922,3.809,87.277,9877.513557,5.905,415.871,8.672,5.982,7.091,0.098,36.918,2.928,0.379,-13.836,3.781,376.675,24,2.899,78.854,1.057,3.939,2.433,1.127,1.488,24.956,3.96,5.767
L13-O-CrCr-C,1,3.0,5.722,50.088,0.097,531.655,3.809,80.906,9631.013014,5.996,369.69,8.659,5.979,7.018,0.07,55.044,2.928,0.358,-11.718,3.488,400.217,24,2.874,72.483,1.054,3.913,2.433,1.064,1.538,28.436,3.957,5.531
L13-O-CrCr-CHO,1,3.0,5.823,49.941,0.093,541.922,3.809,87.277,9877.513557,6.034,415.871,8.672,5.982,7.091,0.098,36.918,2.928,0.379,-13.836,3.781,376.675,24,2.899,78.854,1.057,3.939,2.433,1.067,1.541,28.882,3.957,5.767
L13-O-CuCu-C,1,3.0,5.637,33.251,0.097,531.655,3.809,80.906,9631.013014,5.826,369.69,8.659,5.979,7.018,0.07,55.044,2.928,0.358,-11.718,3.488,400.217,24,2.874,72.483,1.054,3.913,2.433,1.157,1.453,22.965,3.962,5.531
L13-O-CuCu-CHO,1,3.0,5.712,33.383,0.093,541.922,3.809,87.277,9877.513557,5.871,415.871,8.672,5.982,7.091,0.098,36.918,2.928,0.379,-13.836,3.781,376.675,24,2.899,78.854,1.057,3.939,2.433,1.163,1.458,23.411,3.962,5.767
L13-O-FeFe-C,1,3.0,5.674,40.304,0.097,531.655,3.809,80.906,9631.013014,5.888,369.69,8.659,5.979,7.018,0.07,55.044,2.928,0.358,-11.718,3.488,400.217,24,2.874,72.483,1.054,3.913,2.433,1.098,1.5,25.53,3.959,5.531
L13-O-FeFe-CHO,1,3.0,5.76,40.324,0.093,541.922,3.809,87.277,9877.513557,5.93,415.871,8.672,5.982,7.091,0.098,36.918,2.928,0.379,-13.836,3.781,376.675,24,2.899,78.854,1.057,3.939,2.433,1.102,1.504,25.976,3.959,5.767
L13-O-MnMn-C,1,1.81875,5.689,43.365,0.097,531.655,3.809,80.906,9631.013014,5.919,369.69,8.659,5.979,7.018,0.07,55.044,2.928,0.358,-11.718,3.488,400.217,24,2.874,72.483,1.054,3.913,2.433,1.09,1.518,26.8,3.958,5.531
L13-O-MnMn-CHO,0,1.27241667,5.78,43.335,0.093,541.922,3.809,87.277,9877.513557,5.96,415.871,8.672,5.982,7.091,0.098,36.918,2.928,0.379,-13.836,3.781,376.675,24,2.899,78.854,1.057,3.939,2.433,1.094,1.522,27.246,3.958,5.767
L13-O-NiNi-C,1,3.0,5.648,35.399,0.097,531.655,3.809,80.906,9631.013014,5.843,369.69,8.659,5.979,7.018,0.07,55.044,2.928,0.358,-11.718,3.488,400.217,24,2.874,72.483,1.054,3.913,2.433,1.121,1.468,23.671,3.96,5.531
L13-O-NiNi-CHO,1,3.0,5.727,35.498,0.093,541.922,3.809,87.277,9877.513557,5.887,415.871,8.672,5.982,7.091,0.098,36.918,2.928,0.379,-13.836,3.781,376.675,24,2.899,78.854,1.057,3.939,2.433,1.125,1.472,24.117,3.96,5.767
L13-O-ScSc-C,0,3.0,5.811,68.952,0.097,531.655,3.805,80.906,9631.013014,6.253,369.69,8.659,5.979,7.018,0.07,55.044,2.928,0.358,-11.718,3.488,400.217,24,2.874,72.483,1.054,3.913,2.433,0.995,1.604,38.789,3.951,5.531
L13-O-ScSc-CHO,0,3.0,5.935,68.435,0.093,541.922,3.809,87.277,9877.513557,6.283,415.871,8.672,5.982,7.091,0.098,36.918,2.928,0.379,-13.836,3.781,376.675,24,2.899,78.854,1.057,3.939,2.433,0.996,1.606,39.235,3.951,5.767
L13-O-TiTi-C,0,1.02191667,5.766,59.232,0.097,531.655,3.809,80.906,9631.013014,6.115,369.69,8.659,5.979,7.018,0.07,55.044,2.928,0.358,-11.718,3.488,400.217,24,2.874,72.483,1.054,3.913,2.433,1.024,1.58,33.797,3.954,5.531
L13-O-TiTi-CHO,0,2.13483333,5.879,58.913,0.093,541.922,3.809,87.277,9877.513557,6.149,415.871,8.672,5.982,7.091,0.098,36.918,2.928,0.379,-13.836,3.781,376.675,24,2.899,78.854,1.057,3.939,2.433,1.026,1.583,34.243,3.954,5.767
L13-O-VV-C,1,3.0,5.734,52.53,0.097,531.655,3.809,80.906,9631.013014,6.026,369.69,8.659,5.979,7.018,0.07,55.044,2.928,0.358,-11.718,3.488,400.217,24,2.874,72.483,1.054,3.913,2.433,1.054,1.558,30.638,3.956,5.531
L13-O-VV-CHO,1,2.36625,5.838,52.338,0.093,541.922,3.809,87.277,9877.513557,6.063,415.871,8.672,5.982,7.091,0.098,36.918,2.928,0.379,-13.836,3.781,376.675,24,2.899,78.854,1.057,3.939,2.433,1.057,1.561,31.084,3.956,5.767
L13-O-ZnZn-C,1,3.0,5.653,36.32,0.097,531.655,3.809,80.906,9631.013014,5.851,369.69,8.659,5.979,7.018,0.07,55.044,2.928,0.358,-11.718,3.488,400.217,24,2.874,72.483,1.054,3.913,2.433,1.17,1.44,22.363,3.962,5.531
L13-O-ZnZn-CHO,1,1.9745,5.733,36.404,0.093,541.922,3.809,87.277,9877.513557,5.895,415.871,8.672,5.982,7.091,0.098,36.918,2.928,0.379,-13.836,3.781,376.675,24,2.899,78.854,1.057,3.939,2.433,1.176,1.445,22.809,3.962,5.767
